	name	count
2138	YOURSELF	15
1167	REQUIRES	15
2571	COMCAST	14
989	FACTORY	14
2901	MINE	14
3353	LAPTOP	14
1582	FIX	14
626	HOUR	14
2541	LATER	14
3565	SAY	14
1215	DISTANCE	14
407	SAYS	14
2939	ADDRESS	14
3171	POLICY	14
1400	AMAZING	14
782	LACK	14
3207	POS	14
1872	WHOLE	14
2331	INTO	14
3314	PAST	14
1401	MEH	14
2936	MEET	14
1476	CHEAP	14
1233	HELPFUL	13
2744	CONNECTING	13
1891	HOPE	13
323	NAME	13
1718	NEGATIVE	13
2577	STREAMING	13
3120	AGO	13
85	R8000	13
398	THROUGH	13
2560	PASSWORD	13
1536	REFUND	13
22	RESTART	13
1827	WRONG	13
1272	BROKE	13
1775	IP	13
1881	FRUSTRATED	13
3760	INSTALLED	13
587	CONSISTENTLY	13
3462	INITIALLY	13
3054	BRICKED	13
2788	REPEATER	13
1036	CANT	13
366	FEATURE	13
2618	COSTS	13
3768	R6700V2	13
1329	TWICE	13
1015	INCREASED	13
1146	FIGURE	13
1119	LACKING	13
3592	STABLE	13
2840	CHOICE	12
231	FRUSTRATION	12
1862	BELKIN	12
3160	SHIPPING	12
126	FOUND	12
1085	EXPECTATIONS	12
1739	RESETTING	12
685	INITIAL	12
973	OTHERS	12
3467	RUN	12
926	SATISFIED	12
2160	ZERO	12
864	DISCONNECT	12
202	DOESNT	12
2765	STOP	12
3247	HEADACHE	12
3249	NEARLY	12
2642	HOPED	12
237	CLEAR	12
2341	BRIDGE	12
3764	QOS	12
2440	JOKE	12
2846	LATEST	12
3013	POWERFUL	12
2509	MBPS	11
2318	START	11
679	OWN	11
253	CONFIGURE	11
1865	DEFINITELY	11
3639	200	11
105	SIMPLY	11
786	BELIEVE	11
3634	EXPERIENCED	11
3466	BEYOND	11
2681	CURRENT	11
1912	DHCP	11
1580	PREPARED	11
757	TERRIBLY	11
1654	EXCEPT	11
2777	EXTENDED	11
3399	PAIN	11
1754	KIND	11
2041	BANDWIDTH	11
3363	IPV6	11
2800	COME	11
805	INCREDIBLY	11
1028	OPTION	11
3310	BARELY	11
2476	GIVES	11
389	SEEMED	11
2203	RESULTS	11
575	FUNCTION	11
560	SOLD	11
1698	EXPECTING	11
493	INTERMITTENTLY	11
1074	SETTING	11
1116	WHERE	11
2437	THROUGHPUT	11
2420	APP	11
3273	CHECK	11
3044	VS	11
2184	CONFIGURATION	11
2456	MUST	11
1057	AC1200	11
2580	PREVIOUS	10
558	UNDERSTAND	10
999	READYSHARE	10
1641	REQUIRED	10
3088	FRIENDLY	10
2017	N600	10
2856	ANNOYING	10
3206	ABSOLUTELY	10
2204	DIRECTLY	10
2597	TV	10
2667	SAD	10
3083	SERVER	10
1990	FACEBOOK	10
2243	EXTENDING	10
286	OWNED	10
3154	OTHERWISE	10
72	FLOOR	10
589	COOL	10
2766	UNFORTUNATELY	10
3429	LOSE	10
2659	FIVE	10
1951	MANUAL	10
2398	MACHINE	10
1701	MISLEADING	10
2859	USUALLY	10
660	BANDS	10
2183	REBOOTING	10
1544	DESCRIBED	10
351	AVAILABLE	10
642	LOCKS	10
489	MODELS	10
647	GLITCHY	10
1825	LEMON	10
495	ESPECIALLY	10
1237	GOES	10
3668	ABSOLUTE	10
2703	LOVED	10
2159	OPEN	10
3293	CORRUPTED	10
1634	PLAN	10
1102	MISTAKE	10
921	AIRPORT	10
1467	R6300	10
521	DIRECTIONS	10
1502	LINK	10
3188	WARNING	10
3738	LOSING	10
405	LET	10
173	SWITCH	10
494	FULL	9
459	HELPS	9
2396	ISP	9
500	PERFORM	9
3516	I'D	9
3708	COMPLICATED	9
779	SUDDENLY	9
3452	NON	9
3096	CARE	9
104	SENDING	9
824	FAILING	9
3176	R6700	9
2672	SOMEONE	9
62	WALLS	9
1481	POWERLINE	9
836	USEFUL	9
1530	EX6200	9
3198	CERTAIN	9
1528	PORTS	9
2361	CD	9
1651	FUNCTIONING	9
367	CHEAPER	9
861	WASN'T	9
31	ANTENNA	9
2582	LAN	9
995	PER	9
1186	TAKE	9
898	DRIVER	9
1961	UNPLUG	9
1749	STINKS	9
2984	UNUSABLE	9
2867	300	9
2982	AREA	9
2201	QUICK	9
2545	AC2200	9
343	IMPROVE	9
2962	PERFORMED	9
1684	PEOPLE	9
675	UGH	9
363	EXISTING	9
651	MEDIA	9
657	GAMING	9
424	HELL	9
1288	NORMAL	9
2631	NOISY	9
1809	PRIME	9
2423	RECENTLY	9
2610	NEAR	9
581	ITEMS	9
3604	3.0	9
862	GENIE	9
1160	VIDEO	9
844	CURRENTLY	8
1798	CONTINUALLY	8
1242	FOOT	8
2139	VIA	8
1033	ELECTRONICS	8
3696	CONSUMER	8
54	MOBILE	8
2496	DRIVERS	8
2110	OFFICE	8
2231	RADIO	8
2723	DNS	8
1770	UNDER	8
2354	MAIN	8
2536	REFURB	8
36	ANYMORE	8
1024	ADEQUATE	8
1620	FAN	8
1267	CUTS	8
1771	AC3200	8
2549	DESIGNED	8
15	WEP	8
2059	EACH	8
1612	EITHER	8
1191	APPEARS	8
2257	WARNER	8
2259	REGULAR	8
2219	FAIRLY	8
0	THINGS	8
2868	IDEA	8
3227	WOW	8
3094	BEGINNING	8
3558	CYCLE	8
498	STREAM	8
3245	OBTAIN	8
3244	TOLD	8
3279	YOU'LL	8
140	BROADCAST	8
3340	SHARE	8
771	BOOST	8
3614	HIT	8
212	WAN	8
652	WNDR4500	8
3479	PERIOD	8
3417	GOTTEN	8
633	60	8
3392	COMPATIBILITY	8
329	EXTREME	8
433	D-LINK	8
3138	WI	8
3164	15	8
1764	SERIOUS	8
365	EXTERNAL	8
1490	MOVE	8
2806	EH	8
3508	FREE	8
3014	AC1750	8
2772	MEDIOCRE	8
2746	LINE	8
1735	UPSTAIRS	8
1281	STRONGER	7
492	LIMITS	7
2124	PLACED	7
3652	DESCRIPTION	7
1276	FLAWED	7
3451	I'LL	7
3351	COMING	7
3511	FLAW	7
3192	REFUSES	7
2830	WEIGHT	7
3348	MATTER	7
2277	RAN	7
3571	GOOGLE	7
2586	WAREHOUSE	7
2273	EXTENDERS	7
470	MANUFACTURER	7
29	SUGGEST	7
1935	TP-LINK	7
3448	POSSIBLE	7
1931	PERFECTLY	7
2985	ALLOW	7
2466	LASTS	7
285	MISS	7
3422	DUD	7
2968	DELIVERED	7
1001	COMPARED	7
1979	24	7
2961	ADVANCED	7
3419	DISSAPOINTED	7
1587	RUNNING	7
2414	PAPER	7
3414	CALLS	7
2943	TURNS	7
2404	HELPED	7
1351	RIP	7
2400	HOOK	7
2391	NOPE	7
1837	HOPES	7
298	DESIGN	7
941	MAINTAIN	7
2377	STOCK	7
550	INFORMATION	7
1939	SUPPORTED	7
184	YES	7
3394	UPGRADED	7
720	XFINITY	7
338	ONES	7
2750	EFFORT	7
1695	NUMBER	7
2779	EXTRA	7
3309	ARLO	7
1489	HAPPENED	7
386	WHETHER	7
1169	FI	7
3300	SPEAK	7
2211	2.4GHZ	7
2686	2016	7
1250	MARKET	7
795	2013	7
2098	MEAN	7
3257	FLAGSHIP	7
3552	CHANNEL	7
412	CABLES	7
2762	SIDE	7
3644	WN2500RP	7
1535	AWARE	7
418	HOT	7
437	ENGLISH	7
3270	SUCKED	7
50	PAPERWEIGHT	7
2241	FULLY	7
2623	RESETS	7
3717	CASE	7
1263	STUCK	7
1700	MENTION	7
2084	PRINTING	7
801	DATE	7
3222	TELL	7
3331	FORM	6
3677	DIE	6
2130	PRINTERS	6
3057	OWNERS	6
3062	NETWORKS	6
2451	SEEN	6
566	EASILY	6
42	NOTE	6
565	EXACTLY	6
2993	TAKES	6
610	LION	6
2152	IMPROVED	6
3679	GUEST	6
3325	WRITE	6
1209	SERIAL	6
2143	BUYERS	6
41	ENVIRONMENTS	6
76	GLAD	6
1591	CISCO	6
3318	UNDERPERFORMING	6
3420	ADMIN	6
3313	FLAKY	6
3275	DOCUMENTATION	6
1980	8.1	6
1214	LOCAL	6
1005	EVERYONE	6
3007	VALUE	6
344	SLOWS	6
425	SELL	6
1046	CONVINCED	6
1796	50	6
1524	CORD	6
1282	PLACE	6
2216	TODAY	6
439	DESKTOP	6
1829	ONLINE	6
2087	PS4	6
1147	ENTIRE	6
3183	REGISTER	6
1180	YOU'D	6
3230	DISCONNECTED	6
336	PREVIOUSLY	6
1592	SORRY	6
2276	STORAGE	6
3727	RECONNECT	6
2247	WRITTEN	6
463	14	6
3739	DLNA	6
3699	BUG	6
2213	PROVIDE	6
3520	EFFECTIVE	6
547	SHIPPED	6
2362	ZONE	6
464	HAPPEN	6
3254	PROVIDED	6
3393	SLOWLY	6
2015	SITE	6
2209	DOWNSTAIRS	6
3110	FIXED	6
2350	WNDR4300	6
3386	PROBLEMATIC	6
1079	DONE	6
315	BROUGHT	6
3385	EXPECTATION	6
3742	HAVEN'T	6
1088	TURN	6
196	X4	6
1766	AC750	6
2565	SOUNDS	6
2950	DIFFERENCE	6
650	VPN	6
693	ARRIVAL	6
781	BUSINESS	6
1565	SEEM	6
2548	FUNCTIONS	6
2611	HOLD	6
101	HASSLE	6
3660	PICK	6
951	CREATES	6
3494	PRICED	6
2503	PIECES	6
3447	MID	6
2617	EARLY	6
3658	THAT'S	6
3632	VIDEOS	6
1777	EDIT	6
3775	SLOWED	6
1465	SOLID	6
1745	OFFLINE	6
2799	PLUGGED	6
1888	WEEKLY	6
677	RMA	6
2893	DURING	6
742	RELEASED	6
2525	ROBUST	6
2769	UNHAPPY	6
2530	ACTUAL	6
2651	STABILITY	6
2794	FANTASTIC	6
728	R6300V2	6
1647	LIVING	6
3664	HONOR	6
788	2015	6
1765	TROUBLESHOOTING	6
1773	EPIC	6
1923	DEPENDS	6
108	SHOWS	6
2843	LARGE	6
3455	EX7300	6
2828	WAITING	6
891	ERROR	6
2966	DRIVES	6
2553	CONDITION	6
823	CENTURY	6
936	HORRENDOUS	6
1748	PLEX	6
2965	RATHER	6
2824	LAPTOPS	6
2587	TRUE	6
248	DISSAPOINTMENT	5
2230	CAMPER	5
2822	GRADUALLY	5
1111	1750	5
2599	BEGAN	5
902	ANTENNAS	5
2221	CUTTING	5
2572	IFFY	5
2573	FEEL	5
1808	NETGENIE	5
1258	DEFAULT	5
1491	GREAT...WHEN	5
1378	NOISE	5
3457	NECESSARY	5
3737	MODEMS	5
2827	EXECUTION	5
9	IM	5
1653	LATENCY	5
1259	COUNT	5
1473	DISSAPOINTING	5
236	CAUSED	5
474	ULTIMATELY	5
2252	LEAVES	5
1483	V1	5
1699	REPUTATION	5
1389	BUGS	5
357	CAUSES	5
1540	HOMES	5
391	INBOUND	5
1814	DIRECT	5
3299	SHOPPING	5
113	KILLED	5
784	PASS	5
3637	LIFESPAN	5
819	AGAINST	5
3302	CONCEPT	5
1238	TON	5
1861	QA	5
2141	OUTDATED	5
1630	FINICKY	5
376	COMMON	5
2702	SELLING	5
3783	WORDS	5
40	PLAGUE	5
2119	SWITCHED	5
107	UNSATISFACTORY	5
1816	OVERHEATS	5
102	APARTMENT	5
3530	SHARING	5
3286	FIXES	5
772	TESTED	5
3482	PERFORMS	5
758	CRASH	5
3339	QUICKLY	5
3720	BECOMES	5
1488	ADVERTIZED	5
3354	UPON	5
1873	KEEPING	5
3556	FUNCTIONALITY	5
3506	OPINION	5
1247	BECOME	5
1813	FORGET	5
838	BOOSTER	5
3269	LOWER	5
1246	PROVIDES	5
214	FUNCTIONAL	5
776	CAVEAT	5
1761	LOAD	5
1437	NEWER	5
3334	XBOX	5
2169	TRUST	5
1174	IMPRESSIVE	5
586	DELIVER	5
3103	SKIP	5
2955	KINDA	5
2424	PROMISED	5
1790	REQUIRING	5
2425	ON/OFF	5
77	EVERYDAY	5
68	PROMISES	5
2429	JANUARY	5
3445	WARRENTY	5
682	DOUBT	5
2357	IMMEDIATELY	5
288	CIRCUMSTANCES	5
3434	FALLS	5
1833	MISREPRESENTATION	5
3102	FREEZES	5
1994	SHOULD'VE	5
539	RECOMEND	5
1310	AV	5
1554	NEWLY	5
125	IMPORTANT	5
2372	CRASHES	5
2497	RELIABLY	5
666	CONTINUOUSLY	5
3602	SSID	5
3069	ALONG	5
1664	LISTED	5
2394	PROMISING	5
945	FELT	5
88	DISC	5
3595	X10	5
958	INCREASE	5
1944	STAND	5
127	JURY	5
3687	FUNNY	5
3428	HARDWIRED	5
1313	CREATE	5
3011	KIDDING	5
1027	NON-EXISTENT	5
1362	OPENED	5
920	FILES	5
1098	FAULT	5
2555	BROWSING	5
3162	SINGLE	5
981	SAVING	5
1840	MASSIVE	5
2320	STEER	5
18	WAIT	5
2326	HEADACHES	5
1964	X6	5
1917	WNR1000	5
917	THINKING	5
2558	DEGRADED	5
695	SPECIAL	5
1280	FILTERING	5
148	WIN10	5
1977	WANTS	5
2019	REGRET	5
3613	PERHAPS	5
2439	TEAM	5
974	RUNS	5
2872	FOLLOWED	5
2994	STARTS	5
2033	SOLVE	5
2974	HE	5
1106	SO-SO	5
2996	PRIOR	5
1993	EXTENSION	4
1339	COMPARISON	4
3526	40	4
213	WEBSITES	4
3495	WNDR3400	4
1417	BANDWITH	4
3446	AIRPRINT	4
1983	COMPONENTS	4
3320	MOVED	4
273	LOG	4
1981	BLOWS	4
1557	TRI-BAND	4
282	ORDER	4
1659	NETFLIX	4
1970	DELIVERS	4
259	FIGURED	4
3484	UTTER	4
294	SAMSUNG	4
3410	EXCHANGE	4
235	LOOSES	4
24	WPS	4
14	CONSIDERING	4
2020	REQUIREMENTS	4
311	1/2	4
1903	BREAK	4
2079	ONGOING	4
1292	GIVING	4
3376	DECIDED	4
345	PURPOSE	4
1843	12	4
3366	INDIA	4
2049	AC2350	4
3453	STEADY	4
1365	INCLUDED	4
2057	LIST	4
3522	HIGHER	4
1930	PROVIDERS	4
3469	HANG	4
346	ESTABLISH	4
3725	RELATIONSHIP	4
1998	LIMITATIONS	4
3337	SPOT	4
1869	SQ	4
1249	SIGHT	4
2001	USAGE	4
3490	FREQUENCY	4
3407	PAYING	4
221	SERIOUSLY	4
3475	CRACKED	4
37	THANKS	4
2005	ETC	4
3403	WHENEVER	4
3397	WIRELESSLY	4
2009	DRAGS	4
1255	USUAL	4
1932	COSTLY	4
1341	AT&T	4
3170	MANUFACTURERS	4
3682	LIGHT	4
131	KICK	4
997	NOTICED	4
1509	MOSTLY	4
992	LEVEL	4
1734	OUTAGES	4
616	25	4
2988	ERRATIC	4
2459	13	4
2983	ASSISTANCE	4
2436	SIZE	4
2977	COAX	4
968	TRAVEL	4
1461	BREAKS	4
1463	UI	4
2495	TYPICAL	4
2504	1-2	4
2942	PRICEY	4
3005	150	4
3015	BLOCKING	4
1466	CLIENT	4
574	LIKED	4
1722	THROW	4
552	SPECS	4
1042	INABILITY	4
1515	BELOW	4
568	INCONSISTANT	4
1723	SLEEP	4
2133	MARCH	4
1454	DISSATIFIED	4
3021	DURABLE	4
584	THIER	4
3042	WALL	4
3041	INTENDED	4
1456	INCREASES	4
1511	CHARTER	4
3022	18	4
2428	USES	4
2521	FORWARDING	4
2534	TURNED	4
2371	80	4
2670	BULKY	4
3629	WHATEVER	4
2782	UNFORTUNATE	4
2775	INSIDE	4
763	DECIDE	4
765	GLITCH	4
770	COMES	4
846	FASTLANE	4
839	NAS	4
2629	TOPOLOGY	4
2675	UNRESOLVED	4
2758	HANGS	4
2679	CLUNKY	4
2691	HANDLE	4
2695	THOSE	4
794	REASONS	4
1602	SERVICES	4
2633	WAITED	4
870	DOGS	4
681	DOLLARS	4
2860	ROTTEN	4
2538	HEAVY	4
2880	PERSON	4
2544	EMPTOR	4
922	INDICATOR	4
696	BRICK	4
910	PHONES	4
3655	INFO	4
897	WOR	4
871	REBOOTED	4
713	CUSTOMERS	4
1472	RECEIVE	4
2604	CHARGE	4
725	YUGO	4
1755	EMPTY	4
117	COMBINATION	4
2801	JUNE	4
2376	OCCASIONALLY	4
808	CLIENTS	4
548	PUBLIC	4
159	PLASTER	4
2232	LEFT	4
3239	ANDROID	4
455	STEP	4
1141	CENTURYLINK	4
3566	INTERNAL	4
1797	TELEPHONE	4
2250	RESPONSE	4
467	KNOWN	4
1445	STUPID	4
1588	TAKEN	4
3202	CHANCE	4
1121	PACKET	4
1120	AUGUST	4
3575	BASED	4
483	RECOMMENDATION	4
2283	MACS	4
1637	GREATEST	4
1157	SHAME	4
49	CIRCUIT	4
436	150MBPS	4
43	YARD	4
1222	CONSISTENCY	4
3537	BEDROOM	4
3296	WATCH	4
2168	DISAPOINTED	4
1812	2014	4
