	name	count
114089	FOR ABOUT	330
95115	TO GO	330
187711	HAVE HAD	329
64396	AS THE	329
178541	INTO THE	328
136209	THROUGH THE	325
15326	TIME I	325
89055	AS WELL	324
141393	WITH NO	324
173056	FROM NETGEAR	323
76132	UP THE	322
115130	MY INTERNET	321
72939	THAT THIS	321
98310	MY HOUSE	319
30030	A DAY	319
44306	NOT BUY	319
86361	THIS EXTENDER	319
153339	WITH IT	319
133458	EVEN THOUGH	318
159411	OF A	318
104774	MY COMPUTER	317
140939	TO RESET	317
60517	NOT THE	315
100503	ROUTER FOR	315
116433	SIGNAL STRENGTH	314
157228	THAN THE	314
168521	A DIFFERENT	314
159	USING THE	311
13602	AN HOUR	308
167586	I JUST	308
184877	IT IN	307
110385	DOESN'T WORK	306
9906	TO PAY	304
29429	HAS A	304
135378	BUT NOT	303
140386	TO FIX	302
62244	MY HOME	301
24253	IS NO	301
82110	WIRELESS ROUTER	298
228	IF IT	298
115233	WORK WITH	296
87821	THE MODEM	295
60799	AND HAVE	294
87459	THERE ARE	294
148406	TECHNICAL SUPPORT	293
35919	AND MY	293
64630	COUPLE OF	292
75913	TO MAKE	291
41769	DECIDED TO	290
26587	USE THE	289
171412	BUY THIS	289
110084	CUSTOMER SUPPORT	288
64493	AND THIS	286
150541	ACCESS POINT	284
76277	IS VERY	284
39955	DIDN'T WORK	283
17603	A REPLACEMENT	281
140643	NEW ROUTER	281
25872	SET IT	280
101908	RETURNED IT	277
121205	THE LATEST	275
178572	OVER THE	272
128082	A LITTLE	271
113710	LOT OF	271
27005	IT DOESN'T	270
20576	NOW I	270
128011	CONNECTION TO	270
1439	AS IT	269
106834	OLD ROUTER	267
46116	TO BUY	267
101855	BETTER THAN	267
178617	SO FAR	265
4025	ROUTER IT	265
88944	WANTED TO	265
11357	A VERY	264
104225	ROUTER BUT	263
44423	ABOUT A	263
39376	HAD THE	259
160202	THE NEW	259
19200	DUE TO	258
161940	I THINK	258
11703	TO AMAZON	257
27155	TOLD ME	256
116179	NOT GET	256
52542	BUT THIS	252
48040	AND NOT	252
79711	90 DAYS	251
176684	THEN I	249
189690	TO SEE	249
29087	SHOULD BE	249
159235	GOT A	248
88416	SEEM TO	247
79124	THIS ITEM	247
152484	WHICH I	246
173998	TO TRY	245
70692	MY LAPTOP	245
47592	IT JUST	245
42142	UNABLE TO	244
97706	GET THIS	244
35962	PROBLEM WITH	244
168408	THE SECOND	244
73931	TO HELP	244
71491	MY WIFI	244
46215	I RETURNED	244
8589	TO THIS	242
66404	WORKED GREAT	242
69798	THEY ARE	241
74882	WORKED FINE	241
7635	TRY TO	240
101830	BY THE	240
13641	ROUTER IN	237
5457	THE SPEED	237
130478	BUY A	237
8408	THEY WERE	236
80536	I WANTED	236
80781	TIME TO	235
68593	NETGEAR PRODUCT	235
80485	AM NOT	235
156402	TO ME	235
150894	SINCE I	233
169114	WORK I	233
75153	AWAY FROM	231
160963	WIFI ROUTER	231
2609	OF THESE	231
187465	RANGE IS	230
142817	TO REBOOT	230
44381	WAS ABLE	229
127655	NO LONGER	229
60331	NOT HAVE	229
57446	NOT RECOMMEND	228
80203	PAY FOR	228
1094	A PROBLEM	226
125615	I SHOULD	226
141052	SUPPORT IS	225
144921	THE MAIN	225
172955	WAS VERY	225
33	I'M NOT	225
165611	NOT SURE	225
86735	NETGEAR AND	224
131719	ABOUT THE	224
123773	I NEEDED	223
70078	TO FIND	223
96674	A MONTH	223
44681	RESET THE	222
151986	TIME AND	221
155149	WASTE OF	221
104772	I FOUND	220
66675	MY DEVICES	220
126536	MY NETWORK	219
132167	FROM A	219
173676	THE SETUP	219
100532	CALLED NETGEAR	219
147478	I DIDN'T	219
47368	ME A	218
20844	NETGEAR PRODUCTS	218
128297	ROUTER HAS	218
95977	THE NEXT	217
111176	AND NOW	217
129283	HAD THIS	217
173608	VERY DISAPPOINTED	216
169366	USE IT	215
142159	ISSUES WITH	215
138643	THE INSTRUCTIONS	214
22919	I FINALLY	214
3603	BOUGHT IT	214
42469	HAVE NO	213
98984	THE PRICE	213
29488	PROBLEMS WITH	212
63342	BE ABLE	212
190693	WAY TO	212
156182	THERE WAS	211
136028	EXTENDER AND	211
73642	IN AND	211
156360	NOT BE	210
52370	I SPENT	210
153551	FIX THE	209
88029	UP ON	209
96874	AFTER THE	208
93486	THIS AND	208
15584	2.4 GHZ	208
71060	I'VE HAD	208
92748	ROUTER WITH	207
46356	THE BEST	207
99659	THAT YOU	207
14677	THE LAST	207
96968	PHONE WITH	206
136603	THEN IT	206
165098	WORKS FINE	206
78519	SHOULD HAVE	206
40866	YOU WILL	206
95150	TO CALL	205
78220	SUPPOSED TO	204
102290	I WENT	203
74701	DUAL BAND	203
67984	YOU TO	203
21823	IF THE	203
52375	ROUTER THE	203
170778	WHEN THE	202
120093	PRODUCT IS	201
95726	AND THAT	201
152391	PRODUCT AND	200
65695	THAN A	200
122312	TO INSTALL	200
147601	I RECEIVED	199
128134	AND WILL	198
63294	ENDED UP	198
80222	AS AN	197
68664	WE HAVE	197
72705	IS ONLY	197
11235	WIFI SIGNAL	197
32971	IT WITH	197
162422	HOW TO	196
71212	WHEN YOU	196
49699	BECAUSE THE	196
46102	FOR IT	196
102619	FIRMWARE UPDATE	196
170820	GREAT FOR	196
178998	WORK FOR	195
87394	THE PAST	195
132845	BEFORE I	195
32126	SEEMED TO	195
191716	A GREAT	194
59928	BACK IN	194
56957	IT BUT	193
153490	GOT IT	193
113768	ME I	192
38233	LIKE THE	192
134923	THE NIGHTHAWK	192
34012	SEVERAL TIMES	191
151681	TO EXTEND	190
166077	A BIT	190
182199	WORKED FOR	189
93551	I NEED	189
94031	GAVE UP	188
77506	BECAUSE OF	188
126685	FEW DAYS	188
46439	SUPPORT FOR	188
117181	YOU WANT	188
180821	IN THIS	188
174376	THE CABLE	185
108044	IN ORDER	185
18939	AND GET	185
70087	NEEDS TO	184
127072	RECOMMEND THIS	183
114586	LIKE A	183
86471	SUPPORT I	183
6629	MODEM AND	183
113805	HOUSE AND	183
35182	LATEST FIRMWARE	182
4566	UP WITH	182
28339	TIMES A	181
36407	MY WIRELESS	181
77501	I COULDN'T	181
50885	CABLE MODEM	180
69323	THE 2.4GHZ	180
109658	UNTIL I	179
82936	ON IT	179
158248	IT SEEMS	178
81333	IT'S NOT	178
188282	IP ADDRESS	177
66282	OF MONEY	177
143360	PRODUCT I	177
33470	EXTENDER TO	177
118005	THEY HAVE	177
51359	INSTEAD OF	177
131386	BACK AND	177
188726	AFTER I	176
73185	WORKS GREAT	176
103358	THE ONE	176
20141	NOT CONNECT	176
3770	AN ISSUE	175
106203	THE 2.4	175
37235	WAS EASY	175
74230	NOT AS	175
182014	A WIRELESS	175
160017	I KNOW	175
106593	I DECIDED	175
24421	FINE FOR	174
84905	BOUGHT A	174
120610	THE MOST	174
40542	TO NETGEAR	174
21288	NEW ONE	174
156631	YOU NEED	173
42017	AND AFTER	173
21890	NEEDED TO	172
116548	ON HOLD	172
96282	MUCH BETTER	171
191097	IT DIDN'T	171
70208	OR SO	170
84546	OFF THE	170
53168	ME THAT	170
100140	YEAR OLD	169
15596	THAN MY	169
181918	SIGNAL IS	169
176187	AT A	168
169298	I EXPECTED	168
23300	A WHILE	167
115782	OUT THE	167
135623	THAT THEY	166
84993	NETGEAR TECH	166
50491	I REALLY	166
126279	AT FIRST	166
120287	THE REVIEWS	165
166086	TO GIVE	165
111668	TO SAY	165
111506	END OF	165
188655	HAVING TO	164
120428	OUT AND	164
114982	IT SHOULD	164
129510	SEE IF	164
89870	ONE I	164
153491	WHERE I	164
9048	AND HAD	164
127652	FIX IT	164
42014	THAT MY	164
53800	PROBLEM IS	164
141250	TO SETUP	163
17664	WAS TOLD	163
156329	MOST OF	162
155116	RESET IT	162
48566	THE WORST	162
42708	I ALSO	162
103059	PROBLEM I	162
38880	THE END	162
57638	WILL NEVER	162
167072	MY MODEM	162
144724	ALL MY	162
96229	A BETTER	161
179284	MY PHONE	160
175408	WORK WELL	160
78565	MONTHS AND	160
32105	DON'T KNOW	159
106817	THOUGHT IT	159
20450	WORK AND	159
58212	NOT WORTH	158
5812	BOUGHT THE	158
10689	FOR SOME	158
141739	BASED ON	157
36001	AND WHEN	157
75684	FACTORY RESET	157
25532	LOOKING FOR	157
107003	VERY GOOD	157
71224	COULD BE	156
129802	THIS REVIEW	156
66263	THE USB	156
162729	HOURS OF	156
140481	THEY WOULD	156
24986	ROUTER WHICH	155
35243	GO TO	155
50826	I STILL	154
63436	OF THEM	154
144489	TO FACTORY	154
122758	UP I	154
105280	RETURN THIS	153
136062	WORTH THE	153
4166	DIRECTLY TO	152
100339	THE OLD	152
183528	DON'T HAVE	152
185733	TO SEND	152
89886	HAD IT	152
90019	IT AS	152
139646	YOU GET	152
181677	THE POWER	152
103660	IT IT	152
151719	ARE NOT	152
23786	THE WEB	151
60272	I CANNOT	151
172568	BUT THEY	151
11412	LIKE THIS	151
114403	FIRMWARE AND	150
191594	IS AN	150
125886	ORDER TO	150
100873	THE TECH	150
175362	THEM TO	150
162858	WORK AS	150
47152	HAD NO	150
158269	YOUR MONEY	150
157487	SO IT	149
3348	AND YOU	149
128002	THEY WILL	149
123172	ALL I	149
171821	NETWORK AND	149
1334	I USED	149
119665	AT THIS	149
125332	RANGE AND	149
53065	WIRELESS DEVICES	149
21324	NETGEAR IS	148
55188	WIFI RANGE	148
70603	AND HAS	148
43681	HOURS ON	148
166483	ISSUE WITH	148
43182	IT THE	148
99017	THE ORIGINAL	148
170901	A FIRMWARE	148
60284	THE ASUS	147
98059	TO KEEP	147
74306	OF TIME	147
78572	THEN THE	147
157982	DEVICE IS	147
184999	BE THE	146
61852	THAT NETGEAR	146
163510	THE ORBI	146
135627	FOR MONTHS	146
149505	BUT AFTER	146
56219	UNLESS YOU	146
152564	NETGEAR NIGHTHAWK	146
126936	THE SUPPORT	145
47370	I PAID	145
79547	AND GOT	145
65143	PARENTAL CONTROLS	145
108376	HELP ME	145
18178	SUPPORT WAS	145
1969	FIGURE OUT	145
141049	AS ADVERTISED	145
170725	I GAVE	145
11939	BEEN A	144
3275	AND ALL	144
1135	I USE	144
25657	AND IT'S	144
128860	NOT WORKING	143
74556	HAVE NOT	143
29811	NEXT TO	143
49904	ABOUT THIS	143
148054	AGAIN I	143
162995	FROM THIS	143
96957	SIGNAL AND	142
24987	HAD BEEN	142
62857	CONNECTING TO	142
126882	FINE BUT	142
190609	A BAD	141
166760	BUT FOR	141
116656	THE R7000	141
182531	AND IS	141
145816	I GUESS	141
66059	OR THE	140
167631	HAVE AN	140
30797	THE SOFTWARE	140
25700	5GHZ BAND	140
51118	ANOTHER NETGEAR	140
20726	IT ON	140
95570	AND NO	140
133849	THIS PROBLEM	140
103643	DON'T BUY	139
109803	IS TO	139
25832	WHAT A	139
19058	THE WAY	139
27522	DEVICE AND	139
87871	WELL AS	139
152535	WITH AN	139
64951	DIFFICULT TO	139
179817	IT TOOK	139
176839	IS WORKING	138
119795	GOT THE	138
37433	THE RETURN	138
114206	FOR AN	138
34903	DAYS OF	137
23764	WHAT IT	137
103414	RANGE OF	137
121660	CONNECTION AND	137
137871	IS JUST	137
58132	AFTER MONTHS	137
71751	NOT EVEN	137
31208	MAKE IT	137
129252	TO CONFIGURE	137
103013	HARD DRIVE	136
76932	EXTENDER IS	136
98966	EXTEND THE	136
48996	THIS ISSUE	136
157763	ROUTER FROM	136
154549	OFF AND	136
112808	DO A	136
21719	SERIAL NUMBER	135
100056	SAME PROBLEM	135
40566	SOME OF	135
143845	IS STILL	134
22399	FROM AMAZON	134
10344	JUST A	134
183520	DEVICE TO	134
53796	REBOOT THE	134
90459	IT STILL	134
175258	CAN GET	133
38252	THE SETTINGS	133
174713	WINDOWS 10	133
64312	SO THAT	132
189669	WHICH WAS	132
132392	IT'S A	132
112258	NEVER HAD	132
170446	ACCESS THE	132
90032	IT A	132
150416	HARD TO	132
37578	MAY BE	132
43632	NETGEAR HAS	131
59637	BUY ANOTHER	131
150532	YOU CAN'T	131
19558	WAS NO	131
52446	IT HAD	131
53208	AND RUNNING	131
35596	SPEED IS	130
53197	GOING BACK	130
11352	USING IT	130
39371	A SIGNAL	130
90086	CAN BE	129
78302	REASON I	129
111221	A REFUND	129
171070	THOUGH I	129
101635	WAS TO	128
48034	OF USE	128
49773	SIGNAL FROM	128
168887	CONNECTION IS	128
72745	NOW IT	128
186890	COULDN'T GET	128
81160	FEW MONTHS	128
130705	ETHERNET CABLE	128
77035	EXTENDER I	128
1982	BUT IF	127
143081	AND EVEN	127
93190	OF IT	127
29479	WELL FOR	127
155220	IT OUT	127
22427	TO ACCESS	127
156603	THIS NETGEAR	127
67933	HAVE TRIED	127
161587	THIS WOULD	127
136509	OF JUNK	126
91775	BUT THAT	126
168460	WORKED WELL	126
157450	LET ME	126
176805	HUNG UP	126
145733	I NEVER	126
70490	RETURN THE	126
11121	THAT WOULD	126
140252	WORKS WELL	126
170156	DAYS AND	125
30773	THAT THERE	125
162263	WIRED CONNECTION	125
168507	THIS I	125
19754	WASTE YOUR	125
102739	THE MONEY	124
92793	DEVICES AND	124
38194	THE DEVICES	124
8730	ME THE	124
77528	NETGEAR CUSTOMER	124
160590	NETGEAR FOR	124
129091	TO NO	124
169511	PURCHASED THE	123
94829	TO FIGURE	123
7639	THIS FOR	123
181058	NOT TO	123
122378	INTERNET I	123
107580	NETGEAR GENIE	123
9488	NEVER BUY	123
16488	ONE AND	123
18045	THING IS	123
182438	AND NETGEAR	122
7679	WAS WORKING	122
94717	RETURNING THIS	122
75213	TO PURCHASE	122
173761	A BIG	122
128817	WOULD WORK	122
112260	SIGNAL IN	122
35405	TO YOUR	122
34535	OF COURSE	122
188115	NO MATTER	122
112208	KIND OF	122
100415	IT WASN'T	122
101684	I ORDERED	122
107701	YOU DON'T	121
48177	I NOTICED	121
14043	EVERY TIME	121
125384	AN EXTENDER	121
183462	CONNECTION I	121
97365	AND THERE	121
593	AFTER ABOUT	121
91932	AS MY	121
129630	SENT IT	121
27544	WENT TO	121
117447	IS IN	121
46805	DOWN THE	121
92243	AGAIN AND	120
134783	THE ETHERNET	120
164543	IT STARTED	120
11722	ACCESS TO	120
117433	ON ME	120
104565	USE THIS	120
91062	IN FACT	120
48841	HAS TO	120
67814	WORK AT	120
42012	IT STOPPED	120
16842	GIVE IT	120
97174	IS MY	120
170179	WISH I	119
113257	OUT TO	119
76114	ANY OF	119
13080	ENOUGH TO	119
123616	FEET AWAY	119
22084	PART OF	119
28068	THE 5G	119
59519	OF THEIR	118
186745	MY NETGEAR	118
178233	DO IT	118
121875	INTERNET AND	117
172273	A PRODUCT	117
146581	I'VE BEEN	117
98652	NOT VERY	117
169719	GIVE ME	117
154292	USING THIS	117
54966	I SET	116
47061	AN ACCESS	116
89715	OVER A	116
54602	MY FIRST	116
100253	THE GENIE	116
185770	HOWEVER I	116
169115	MONTHS OF	116
14708	MAIN ROUTER	116
105093	WHAT THE	116
13054	KNOW WHAT	116
93363	UNIT AND	115
155757	ISSUE I	115
172824	NUMBER OF	115
21167	DROPPING THE	115
141711	THE PERFORMANCE	115
54522	WHERE THE	115
171078	SERVICE AND	115
133531	WAS GETTING	115
147638	IN OUR	115
108410	GOOD FOR	115
72653	THEY SAID	114
15859	THE COMPUTER	114
64368	UP A	114
161812	GOT THIS	114
139927	USED TO	114
95145	WHY I	114
95765	AMAZON AND	114
172502	BACK ON	114
128093	A WIFI	114
119305	I WANT	113
14617	SETTING UP	113
89732	HAVE IT	113
176918	BETWEEN THE	113
110759	ONLY TO	113
192294	WILL WORK	113
120667	BUT NO	113
78061	COMPATIBLE WITH	113
164578	DOWN AND	113
4727	TO CONTACT	113
142812	ROUTER WOULD	113
107696	EVEN AFTER	112
81936	NOT ABLE	112
40290	LIKE IT	112
120242	PURCHASED A	112
160545	ON YOUR	112
91189	HOWEVER THE	112
104743	THE FACT	112
166033	CLOSE TO	111
190312	BUT THEN	111
36784	DAY I	111
74322	ON THEIR	111
176921	SETUP WAS	111
50830	SETUP AND	110
8390	A LONG	110
78416	AIRPORT EXTREME	110
114729	JUST FINE	110
188656	IN AN	110
187966	CAN'T GET	109
43614	OF NETGEAR	109
147947	FIRMWARE UPDATES	109
185966	HOUSE I	109
183308	IT ONLY	109
141859	ROUTER AS	109
31024	A WASTE	109
104975	RETURNING IT	109
152144	PROBLEM AND	109
29055	NETGEAR ROUTERS	109
151104	NETGEAR I	109
45460	WITH THEIR	108
47042	BEEN USING	108
146863	SINCE IT	108
5239	WORKING AFTER	108
91706	STARTED TO	108
169722	TO CHANGE	108
137207	BUT IT'S	108
30867	FOR THAT	108
124997	NONE OF	107
113629	MAC ADDRESS	107
93449	THE SET	107
157037	GO THROUGH	107
126827	YOUR ROUTER	107
279	HAPPY WITH	107
8939	TELL ME	107
78238	MY DESKTOP	107
27912	SAID IT	107
5043	WHAT YOU	107
192702	GREAT BUT	107
84609	WAS ON	106
150659	A CONNECTION	106
45284	SUPPORT TO	106
137065	CONTACTED NETGEAR	106
170419	BRAND NEW	106
78357	SAME ISSUE	106
142616	PLUGGED IN	105
43928	NO INTERNET	105
190065	IF THEY	105
81082	ABOUT MONTHS	105
85824	ROUTER SO	105
74098	BUT WHEN	105
27554	AT BEST	105
171389	WIFI AND	105
3580	MY ISP	105
127241	NOT HELP	104
123038	CAN ONLY	104
118585	BACK UP	104
98630	I ENDED	104
98450	THIS POINT	103
34350	THE WARRANTY	103
126922	TO TAKE	103
15647	ANOTHER ONE	103
78445	AND IF	103
46368	ISSUE AND	103
33240	LIVE IN	103
164292	MODEM I	103
97666	ONE IS	103
41380	INTERNET PROVIDER	103
109989	LOTS OF	103
186939	SPENT HOURS	103
92172	PRODUCT TO	103
4508	VERY WELL	103
5316	TO RESTART	103
17013	DISAPPOINTED WITH	103
185050	THE WIRED	103
71746	TO AN	103
5758	I ONLY	103
153255	THE GHZ	103
54823	MULTIPLE TIMES	102
45637	ROUTER BECAUSE	102
49519	THIS TIME	102
97746	ON BOTH	102
98763	SO THE	102
2782	CHANGE THE	102
130689	FIRST ONE	102
82311	SO MUCH	102
13239	MY PREVIOUS	102
154373	EVEN WITH	102
22075	HOME NETWORK	102
28214	AN OLDER	102
95004	THIS HAS	102
18459	THEY COULD	102
184121	WAS HOPING	102
94876	NO ISSUES	102
102311	WIFI EXTENDER	101
81365	SOON AS	101
96166	IS ON	101
38420	ROUTER THIS	101
19982	TO TURN	101
107709	ME AND	101
79845	ROUTER WORKS	101
187873	WAS MY	101
122057	FEW MINUTES	101
83334	TOO MUCH	101
170920	MY CABLE	101
44046	NO PROBLEMS	101
27321	MY TIME	101
3564	FACT THAT	101
20619	DID A	101
89039	PLUG IT	100
35513	SOMETHING THAT	100
68564	IT SO	100
184711	THAN THIS	100
3069	GHZ BAND	100
45	SIGNAL I	100
162892	WIFI CONNECTION	100
41002	I READ	100
130014	ROUTER OR	100
52641	WORKS BUT	100
95416	ROUTER WILL	100
79959	SEND IT	100
63461	AND WIRELESS	99
50228	THAT WORKS	99
192027	ON AND	99
5756	SOMETHING ELSE	99
140516	FIND A	99
126826	PROBLEM WAS	99
16759	AND JUST	99
69942	I WISH	99
147082	FEET FROM	99
66749	WIRELESS CONNECTION	99
160470	HAS THE	99
177804	A NETWORK	99
182755	EVEN WHEN	99
8135	NOT AN	99
108523	NETGEAR TO	98
189540	NO PROBLEM	98
75320	I CONTACTED	98
187844	OLD NETGEAR	98
41033	ABILITY TO	98
29910	SUPPORT THEY	98
54110	I STARTED	98
126747	IS GREAT	98
178879	COMPUTER AND	98
162148	OLD LINKSYS	98
156782	NO HELP	98
133930	AND STILL	97
127930	AND WOULD	97
26042	DOWN TO	97
95371	GET MY	97
4395	A HARD	97
150685	AND TO	97
90717	PRODUCT WAS	97
108217	DO THE	97
56768	OF YOUR	97
80982	WITH TECH	97
57667	STILL HAVE	97
134428	TO PUT	97
35846	AND AM	97
132924	JUST TO	97
19098	EACH TIME	97
22804	NET GEAR	97
150392	THEIR SUPPORT	97
134194	A LINKSYS	96
31754	DOWNLOAD SPEED	96
34401	EVERY FEW	96
139126	USING A	96
152642	UP MY	96
14942	WORKING FINE	96
19215	MONTHS AGO	96
57347	ONE THAT	96
112003	MY LAST	96
69638	WIRELESS SIGNAL	96
172826	HOME AND	96
13507	THE BACK	96
84255	DAYS I	96
102305	BUY IT	95
128945	TO DOWNLOAD	95
191253	A HALF	95
106913	DEAL WITH	95
139687	THAT HAS	95
6961	WELL WITH	95
180107	STUCK WITH	95
173396	AS SOON	95
133117	IF YOUR	95
190647	STRONG SIGNAL	95
160712	THEY DON'T	95
71114	I REPLACED	95
142511	FOUND THAT	95
157649	THE ITEM	95
71826	I CONNECTED	95
35159	A SMALL	94
81129	THE POINT	94
28698	WAS GOING	94
102841	A SECOND	94
102486	LIKE I	94
25097	WIRELESS NETWORK	94
42352	AND FOUND	94
11452	YOU PAY	94
82058	THIS MODEL	94
144347	TO UPGRADE	94
58733	DISAPPOINTED IN	94
136270	UPDATE THE	94
119740	WE HAD	94
128031	MY PC	94
39160	SERVICE IS	94
115946	TIMES AND	94
75161	WENT THROUGH	94
159767	AND I'M	93
25169	TO PROVIDE	93
164302	YEAR AND	93
18746	DEVICES TO	93
70820	DEVICES CONNECTED	93
44331	READ THE	93
186796	HOURS AND	93
145879	IN TO	93
49309	GO BACK	93
37135	A WIRED	93
133917	WELL I	93
113187	ON AMAZON	93
140649	BOTH THE	93
63109	I FIGURED	93
94512	VERSION OF	93
124742	MUST BE	93
1040	NO LUCK	93
26113	AND SO	93
146080	IS GOOD	93
44082	90 DAY	93
157658	FOR HELP	93
134179	DAY AND	93
13265	ON TO	92
34972	IT COULD	92
6414	NOTHING BUT	92
145780	NO WAY	92
130365	INTERNET ACCESS	92
18508	USB PORT	92
62864	IT DROPS	92
31491	AFTER THAT	92
10767	AN OLD	92
147399	DEVICES THAT	92
48813	WHILE IT	92
56826	BUT STILL	92
147073	SAME TIME	92
180927	AND WE	92
31022	MIGHT BE	91
72503	THE PROBLEMS	91
47876	ISSUE IS	91
93067	SAME THING	91
188267	SUCH AS	91
5596	A PIECE	91
120121	EXTEND MY	91
163332	IS WHAT	91
128186	SURE IF	91
158917	A STRONG	91
154393	I INSTALLED	91
15558	LOOKS LIKE	91
78791	BE RESET	91
180624	FOR NO	91
1664	MAKE SURE	90
106262	USB 3.0	90
129732	SQ FT	90
169971	KEEPS DROPPING	90
75969	IT SEEMED	90
152026	COULD GET	90
154601	ANOTHER BRAND	90
43138	30 DAYS	90
155807	SEE THE	90
123396	SECOND ONE	90
30972	PURCHASE A	90
139808	PHONE SUPPORT	90
151306	IF YOU'RE	90
187720	THIS AS	90
