	name	count
2503	ASSIST	520
7142	BUSINESS	520
5737	EARN	517
12063	PRODUCTS	516
1821	DEVICES	513
9477	EX7000	507
8359	SPEED	506
1936	POSSIBLE	506
11333	WIRELESS	493
2151	DON'T	487
3915	DAYS	476
11363	RANGE	460
2117	FIXED	454
7135	LATEST	450
12590	WELL	443
11056	THANK	442
12906	WIFI	438
1188	SIGNAL	433
7841	FIND	430
1322	PERFECTLY	428
12426	UNABLE	425
5244	RETURNED	424
9186	SOMETHING	419
418	PHONE	417
760	BAND	409
11621	VERSION	396
242	EXPERIENCING	393
10867	CAN'T	384
12799	WNR1000	373
4972	TRY	371
9409	SPEEDS	370
8960	WAY	368
9426	GHZ	366
2201	NETWORK	364
10989	PROPERLY	363
10655	SIMPLY	361
10823	ISP	358
8434	GLAD	358
5385	AMAZON	357
2364	EXPERTS	352
9137	REGARDS,NETGEAR	351
2894	FIX	344
3037	IT'S	341
4777	BETTER	338
12164	REACH	334
1150	HEARING	330
9992	RECEIVED	330
923	HAVEN'T	329
5001	SET	329
8375	ADD	320
5739	OFFER	320
4543	CUSTOMER	319
4850	INFO	316
10059	ENOUGH	313
3407	ALREADY	312
9344	SOUNDS	310
1346	DEVICE	308
12532	EX6200	307
9399	THING	294
9404	STOPPED	294
4900	WE'LL	293
9035	TRIED	291
11484	FIRST	291
7309	R8000	291
9816	PAGE	289
7308	SETUP	289
4822	EX6100	285
3926	CONNECTED	284
1967	AREN'T	279
4469	GOING	277
3453	TAKE	276
170	CHOOSING	274
9127	AGAIN.REGARDS,NETGEAR	273
8731	TRYING	270
11715	NEVER	269
12370	REASON	268
2020	HAPPENED	268
5992	TOUCH	267
4586	PROVIDE	266
11019	UPGRADE	266
1563	ADDITIONAL	264
8792	SEEING	264
2464	GREAT	264
4669	RESET	263
4366	R6300V2	262
11750	FEEDBACK	261
5766	EXPERIENCE	258
7036	INTERNET	257
9391	SOON.REGARDS,NETGEAR	257
8231	NEXT	256
7442	COMPLETE	256
10963	COULD	254
5498	THANKS	254
10075	CHECK	252
9571	RETURN	251
11449	EVEN	247
4474	FIGURE	246
11464	ANOTHER	245
3362	UPDATE	243
5044	HESITATE	241
3029	EVERYTHING	240
6951	INCONVENIENCE	239
3835	ZIP	238
8788	90	233
7964	ADVANCED	233
10994	CONNECT	230
4454	MUCH	228
6431	TECH	224
4820	MODEM	224
10473	OPEN	221
541	FOUND	220
8541	CONTACTED	214
6513	DIDN'T	213
3007	EX7300	212
4422	WORKED	212
5887	5GHZ	211
4767	SERVICE	211
7887	NEEDED	210
814	SINCE	209
5323	RUN	208
899	SYSTEM	208
27	ORBI	208
8407	GOT	206
3312	GOAL	206
2759	MAKING	206
11731	YOU'RE	205
8582	COMPLETELY	202
12830	WHATEVER	201
2607	NETGEARTEAM@NETGEAR.COM.REGARDS,NETGEAR	200
7791	UNITS	199
7051	SINCERELY	199
7203	I'M	198
3816	FRUSTRATIONS	198
886	ACCESS	197
5220	EMAILED	197
114	NIGHTHAWK	196
10861	AVAILABLE	195
1788	FRUSTRATION	192
2866	RESOLVED	192
12369	GIVEN	190
9524	WRONG	189
388	FOLLOWING	188
7678	TROUBLE.REGARDS,NETGEAR	188
5023	SEVERAL	187
7609	FUTURE	186
10268	KEEP	186
7717	INCONVENIENCE.REGARDS,NETGEAR	185
5138	TOPIC	185
6505	STANDARD	184
12009	EVER	184
3087	LOOKING	183
12879	ROUTERS	183
469	CONFUSION	182
9917	FOLLOW	182
352	ANSWER	181
9915	COVERAGE	180
8460	MIGHT	179
7798	2.4	178
7577	HOME	177
3122	SINCERE	177
9116	MONTHS	176
9888	REVIEW.REGARDS,NETGEAR	175
2520	CAUSING	174
2091	SATISFIED	174
9407	HELPING	174
1953	VALID	173
2254	OPTIONS	172
3989	RECOMMEND	171
4582	NOTICE	168
1436	QUESTION	167
2633	POINT	166
8527	BEHIND	166
6644	DIFFERENT	164
591	RESOLVE	162
10200	SUPPORTEMAIL	162
2378	WARRANTY90	162
3916	EITHER	161
10683	GO	161
1111	DROPPING	161
12325	WRITE	160
8569	ADDRESSED	160
5478	SECURITY	160
11139	SATISFACTION	159
9378	AMAZON@NETGEAR.COM.REGARDS,NETGEAR	159
7058	R6700	158
1159	WORKS	158
2901	ACCEPT	157
7107	SETTING	157
11579	USED	156
5849	FOLLOWS:1	156
1752	ADDRESS	156
10249	PURCHASE	155
11335	WE'RE	154
7784	INCLUDING	153
1671	UNIT.REGARDS,NETGEAR	152
9310	NEEDS	151
10439	OPTIMALLY	149
5943	TELL	149
3884	WNR2000	148
2014	DISCONNECTS	147
4153	INSTRUCTIONS	147
9619	POWER	146
4460	HAPPENING	145
6438	WNDR3400	145
4927	UNDERSTAND	145
1599	RIGHT.REGARDS,NETGEAR	144
3739	MAIN	144
5912	CONCERNS	144
3935	UPGRADING	143
6706	CONNECTIVITY	143
6920	RECEIVE	142
6308	2.4GHZ	142
10266	MODEL	141
3072	SOLUTION	141
436	APPRECIATE	139
12149	TECHNICAL	138
8024	EMAILING	136
2442	EVERY	136
1660	REVIEW.WE	136
3454	DEFINITELY	135
12833	IMPORTANT	134
3485	MIND	133
8650	RESPONSE	132
10224	DROPS	132
10014	ETC	132
6510	CONTINUE	132
4079	CAUSED	131
1014	STARTED	131
9909	EX6150	130
854	TIMES	130
4158	USB	130
9159	POST	130
745	CONNECTING	129
6065	CHANNEL	129
7937	PEOPLE	129
9693	CONTACTING	128
10984	HELP.REGARDS,NETGEAR	128
9242	US.REGARDS,NETGEAR	127
327	PASSWORD	125
3185	SUPPORT.NETGEAR.COM.IF	124
9755	FUTURE.REGARDS,NETGEAR	123
8152	HELPFUL	122
4831	FIXING	122
5178	MENTIONED	120
5260	REACHED	120
3442	SETTINGS	119
11028	CERTAINLY	119
9056	DATE	119
2210	R7800	118
9805	FINE	118
5158	ATTACHED	118
3280	EXTENDERS	118
5840	NETGEARTEAM@NETGEAR.COMREGARDS,NETGEAR	117
9685	I'VE	117
7113	DOESN'T	117
5656	CONSIDER	116
8325	CURRENTLY	114
2918	GIVES	114
12637	TROUBLESHOOT	113
7737	CALL	113
1833	KNOW.REGARDS,NETGEAR	112
2168	HARD	112
10676	PURCHASED	112
10565	LESS	111
5306	APOLOGIES,NETGEAR	111
367	CODE	111
10702	ETHERNET	111
12868	YOU'D	110
9323	START	109
4314	CABLE	109
5254	BASIC	108
9586	COMPLIMENTARY	107
685	WITHOUT	107
7257	HAPPENS	107
2550	FACTORY	107
6741	DEFECTIVE	106
5839	CHANGE	106
5605	EXTEND	106
4235	TROUBLESHOOTING	105
6110	NECESSARY	105
10667	COMPUTER	105
1417	LOYAL	104
9238	DETAILED	104
8031	USERS	104
8088	WN2500RP	104
5381	WIRED	104
7921	SITUATION	102
10299	END	102
1587	A6210	102
3431	WNR2020V2	102
7568	YET	102
4128	DESCRIPTION	101
6455	THOUGH	101
11199	REALLY	101
3197	SEND	100
9007	READ	99
12664	LONGER	99
10939	HOUSE	98
10254	CONCERNED	98
11673	IDEA	97
9246	CARE	97
12907	CAUSE	97
10562	WEB	97
267	STUCK	96
12691	ASKED	96
813	CLICK	96
4338	DECIDE	96
502	SOFTWARE	95
10811	DOWNLOAD	95
2148	SATISFACTION.REGARDS,NETGEAR	94
2466	ASSURE	94
1950	NEEDING	94
4594	WASN'T	94
10285	TYPE	93
918	DRIVE	93
3565	HOWEVER	93
9940	PORT	92
6416	WINDOWS	92
2702	AREA	92
11357	RMA	92
6771	POOR	91
255	VIA	91
6148	STEPS	90
12258	SEEMS	90
842	DROPPED	90
12784	EMAIL.REGARDS,NETGEAR	90
10611	BUY	89
9360	FORUMS.COMMUNITY.NETGEAR.COMREGARDS,NETGEAR	88
12464	COMMUNITY.NETGEAR.COM	88
1421	CONNECTIONS	88
2531	HELP!REGARDS,NETGEAR	88
10567	SLOW	88
7744	CHAT	87
7141	COMMUNITY.NETGEAR.COM.REGARDS,NETGEAR	86
7990	JOHN,WE	86
2972	HASN'T	85
4930	SEEM	85
6892	WITHIN	85
6840	IP	85
6586	CONTINUED	85
7989	ADAPTER	85
12203	HAPPEN	84
876	CONTROL	84
1633	FORUM1.NETGEAR.COM	84
882	DIFFERENCE	84
5041	DISTANCE	84
11630	OFTEN	84
5170	CUSTOMERS	83
6195	EARLIEST	83
1832	BANDS	83
3107	NORMAL	83
988	REBOOT	82
9844	100	82
827	FAILED	82
3416	EXACTLY	82
3455	CLIENTS	81
1238	SUPPORT.NETGEAR.COM.REGARDS,NETGEAR	81
12644	DUE	81
10541	AMAZON@NETGEAR.COM.WE	80
2103	SAID	80
9843	ENGINEERS	80
12473	DETERMINE	80
2125	HONEST	80
5300	SPECIFIC	79
11466	PLACE	79
8269	BOUGHT	79
11405	ROUTER.REGARDS,NETGEAR	79
5496	YOU.WE	77
8240	REPLY	77
9109	INSTALLED	77
11289	FORUMS.FORUM1.NETGEAR.COMREGARDS,NETGEAR	76
11792	KIND	76
1793	I'LL	76
286	DROP	76
225	SENT	76
1110	FRUSTRATIONS.REGARDS,NETGEAR	76
5944	BETA	75
12702	CHANNELS	75
10625	CALLED	75
9620	UPGRADED	75
9227	SECOND	75
2255	TAKING	74
6459	PREVIOUS	74
9842	WALLS	74
9341	HELPS	73
4648	INSTALLATION	73
5594	IMPROVE	73
2156	UNIT.EMAIL	72
3833	OPTIMAL	72
7805	IMPORTANTLY	72
12904	COMMUNITY	72
7290	SSID	72
5242	MEANS	71
11011	SUPPORT.REGARDS,NETGEAR	71
2269	5.0	71
9677	COMES	70
135	TOOK	70
4819	MANUAL	70
2693	WELL.REGARDS,NETGEAR	69
7267	HANDLED	69
6911	REVIEWS	68
6577	REGISTERED	68
11453	UNIT.WE	68
9512	COUPLE	68
3838	CONVENIENCE	68
8626	HEY,WE	67
12200	SWITCH	67
5720	SITE	67
233	NETGEARTEAM@NETGEAR.COMWE	67
8707	MONEY	67
5829	REPLACED	67
8303	REVIEW.EMAIL	66
7779	ATTENTION	66
9258	MANUALLY	66
5406	MADE	65
2360	COVERED	65
5354	LIFETIME	65
12380	ROOM	65
1555	AUTOMATICALLY	65
8620	HOURS	65
6897	30	65
12584	THAT'S	65
6579	BOX	64
3594	INTERFERENCE	64
3994	TOLD	64
5700	END.REGARDS,NETGEAR	64
6846	THROUGHPUT	63
11496	FASTER	62
8981	PROCESS	62
4753	PLUG	62
8682	LAPTOP	62
491	EXISTING	62
11376	AROUND	62
10080	10	62
1684	TAKEN	61
7966	COMMENT	61
11429	DONE	61
3903	SATELLITE	61
7358	ONLINE	61
5051	USER	61
6488	LOSE	61
8891	MODE	61
7916	FINDING	60
7628	CLIENT	60
1480	PERFORM	60
8340	FACT	60
8776	UPDATES	60
3010	LAST	60
7864	LOT	59
9390	MISTAKES	59
11306	NIGHTHAWK.REGARDS,NETGEAR	59
9196	WENT	59
8405	CATCH	59
11758	CANNOT	59
895	EXPERIENCED	58
5280	FIXES	58
1548	PATIENCE	58
2427	PERFORMING	58
12334	SPOKE	58
8044	WEEK	58
1305	HALF	58
3746	MAC	58
3149	MR	58
7143	PUT	57
6562	UPDATING	57
5631	SHOULDN'T	57
5712	NOTICING	57
9278	INSTALL	57
10272	ALTHOUGH	57
2645	LOCATED	57
2239	ASUS	57
9236	CHANGING	57
9154	HELLO,WE	56
11834	UPDATED	56
1403	DEAD	56
10359	KNOWN	56
9985	BRINGING	56
6525	BELIEVE	56
1899	AWAY.REGARDS,NETGEAR	56
7677	CLEAR	56
11412	WANTED	56
11218	NOTICED	56
6295	ISSUE.REGARDS,NETGEAR	55
2815	LEAVE	55
11920	YOU.EMAIL	55
7553	WEEKS	55
3999	APPLE	55
6413	STOP	55
7985	PARENTAL	55
24	EXPECT	55
8228	LOSING	54
5432	MESSAGE	54
12166	CONSTANTLY	54
6092	RELEASE	54
2937	LOSS	54
8787	SUPPORT.NETGEAR.COM.WE	54
12557	SPENT	53
1122	MULTIPLE	53
4137	WNDR4500	53
9195	STRENGTH	53
12134	BUSINESS.REGARDS,NETGEAR	53
269	ONES	53
11315	WI-FI	53
6424	INITIAL	53
3695	CAN.REGARDS,NETGEAR	53
5886	MINE	52
7915	SEEN	51
2801	REPURCHASE	51
9173	WON'T	51
12776	MENTION	51
2371	AFFECTED	51
3374	CORRECTLY	51
7672	R6200	51
7121	MEAN	51
11418	REVIEW.IF	50
7094	ORDER	50
9678	DISCONNECT	50
7486	LOVE	50
567	CAUSED.REGARDS,NETGEAR	50
11738	PERIODTHIS	50
3619	INCREASE	50
10910	INCLUDED	49
11533	PROVIDED	49
5592	YEARS	49
8576	BROWSER	49
1396	CONTROLS	49
8602	FEET	48
12793	SOUND	48
1720	LEAST	48
12737	FEATURE	48
5578	EXACT	48
4300	US!REGARDS,NETGEAR	48
3817	OLDER	48
9687	COMPANY	48
11641	READY	48
10105	SWITCHING	48
7219	NEED.REGARDS,NETGEAR	48
12487	REPORTED	48
7907	MAYBE	48
837	GIVING	48
6613	LOG	48
622	LAN	48
11495	NETWORKS	47
742	PC	47
7778	EASY	47
10256	STAY	47
9901	COULDN'T	47
3482	DRIVERS	47
5046	ADVERTISED	47
6624	ONSCREEN	47
855	OPTION	47
3923	ASAP	47
2147	DIRECT	47
6653	SHARE	47
11588	RELEASED	47
11061	OTHERWISE	46
12817	COURSE	46
1400	ORIGINAL	46
1009	CHOOSE	46
11365	PAST	46
1621	ISSUES.REGARDS,NETGEAR	46
11388	THEM).REGARDS,NETGEAR	46
7162	SERIOUSLY	46
3183	UNDERSTANDING	45
2144	MINUTES	45
4602	NAS	45
4741	MONTH	45
8528	PERIODPLEASE	45
9245	ITEM	45
1713	ROUTER'S	45
8305	FEATURES	45
11963	LEARN	45
7987	PREVIOUSLY	45
1465	OUTSIDE	45
5612	RESULTS	44
9010	INSTEAD	44
4953	PHONES	44
4781	N600	44
3581	REVIEW.OUR	44
9019	RETURNING	44
6597	SERVER	44
7184	RELATED	44
4038	PLACED	44
12493	MBPS	44
2337	STREAMING	43
9136	RELIABLE	43
7383	NEWS	43
8863	MUST	43
8778	PERFECTLY.REGARDS,NETGEAR	43
2374	IT.REGARDS,NETGEAR	43
10575	FINALLY	43
3248	PROUDLY	43
771	LATER	43
5753	GAMING	43
9590	SMART	43
6135	JAMES,WE	43
12137	ORDERED	43
6782	EXTENDING	43
1175	MANUFACTURER	42
1190	NOISE	42
4909	REGARDING	42
7108	DETAIL	42
649	ADDRESSES	42
8782	RARE	42
12276	PS3	42
3724	GENIE	42
4576	BANDWIDTH	42
3512	EXTENDER.REGARDS,NETGEAR	42
1582	ADVISORY	42
6506	ROBERT,WE	42
6560	DEALING	42
8113	ABSOLUTELY	42
818	CAMERAS	42
8428	BUTTON	42
1230	AC1900	41
3474	LOWER	41
11200	DM200	41
8931	OS	41
9903	PAY	41
12450	RATHER	41
10416	DECIDED	41
12012	PUBLICLY	41
3082	EXPECTED	41
4815	REBOOTING	41
5812	SOLUTIONS	41
8357	CLEARLY	41
806	CERTAIN	41
11711	DEPENDING	41
8798	CONSTANT	41
2199	SATISFIED.REGARDS,NETGEAR	41
1609	CONFIGURATION	41
2352	INVITE	41
8559	ENSURE	41
11083	MAKES	41
10355	HIGHER	40
6919	PRINTER	40
1917	UNLESS	40
56	DIFFICULTIES	40
12713	SIMILAR	40
4428	ANSWERS	40
5375	CUTTING	40
7839	LITTLE	40
1338	INFORMATION.OUR	40
2855	MICHAEL,WE	40
7685	DIRECTLY.REGARDS,NETGEAR	40
8810	DEFAULT	40
9810	VIDEO	40
12732	COMMENTS	39
9863	INTERFACE	39
5529	AMAZON@NETGEAR.COMREGARDS,NETGEAR	39
5527	SUPPORT.NETGEAR.COM.YOU	39
4174	COMPARED	39
7191	ASSISTANCE.REGARDS,NETGEAR	39
5692	TESTING	39
12798	SOMETIMES	39
10621	BIT	39
2401	COVER	39
7070	LINKSYS	39
11301	SONOS	38
9851	NATURE	38
5548	STEP	38
4358	DESIRED	38
5657	DISTANCES	38
10146	R7000'S	38
8585	PRODUCTS.REGARDS,NETGEAR	38
9606	HOMES	38
4882	END.WE	38
6901	NETGEAR.REGARDS,NETGEAR	38
3649	GLADLY	38
6831	WEBSITE	38
1242	POLICY	38
351	FLAWLESSLY	38
12765	EX7000.REGARDS,NETGEAR	38
3383	ERIC,WE	37
4446	HELLO,WE'D	37
3802	CODE.EMAIL	37
4944	MOVING	37
12189	ACTUALLY	37
2333	ADD.REGARDS,NETGEAR	37
12786	EXPERT	37
4272	HELP.WE	37
5653	IMPROVEMENT	37
8979	SIDE	37
7353	QOS	37
4374	ADAPTERS	37
11338	EXTENDED	37
6866	POWERLINE	37
279	FIRMWARES	36
10203	EX6100.REGARDS,NETGEAR	36
4429	LISTED	36
2007	NICE	36
1472	HAPPILY	36
4784	SPECIFICALLY	36
9773	YOU.OUR	36
8274	VISIT	36
11674	BROKEN	36
3678	YES	36
8630	FAST	35
2656	DESCRIBE	35
7220	NETGEARTEAM@NETGEAR.COM.WE	35
1595	PERSON	35
9324	REQUIRE	35
10420	RESETTING	35
7847	WISH	35
140	I'D	35
10813	GOOGLE	35
8717	ESPECIALLY	35
213	TALKING	35
4798	YOUVE	35
1344	E.G	35
12219	STAFF	35
6074	MACBOOK	35
9794	REGARDS	35
9224	DD-WRT	35
8701	MISTAKE	35
4185	PERIOD	35
3477	GOES	35
530	BROWSE	35
12492	R7000.REGARDS,NETGEAR	34
2594	THINKING	34
4461	FILE	34
5818	EXPECTATIONS	34
7320	INTERMITTENT	34
12025	CONCRETE	34
4658	NETGEARTEAM@NETGEAR.COMOUR	34
8189	INFORMATION.REGARDS,NETGEAR	34
9226	SPOTS	34
1767	SOURCE	34
10751	ORIGINALLY	34
4228	SOMEONE	34
4240	SUPPORTS	34
1125	CHARGE	34
10153	TASK	34
2294	BUYING	34
9548	FEEDBACK.REGARDS,NETGEAR	34
371	STOPS	34
4030	QUICK	33
3378	PORTS	33
10262	ASKING	33
3757	NETGEARTEAM@NETGEAR.COMPLEASE	33
2591	GUEST	33
1246	EXTENDER.EMAIL	33
10752	WNDR4300'S	33
3129	WALL	33
10471	GAME	33
4523	AFFECTING	33
11044	ACROSS	33
7212	FORGET	33
6777	CLARIFY	33
12571	REFURBISHED	33
658	BOTTOM	33
6345	REFUND	32
8614	ROUTER.WE	32
5370	INSTANCE	32
5043	RECENT	32
4011	WANTING	32
6546	REPLACE	32
9544	BEHAVIOR	32
7104	FIT	32
7375	WORKING.WE	32
34	LOST	32
12333	GUI	32
12301	WHAT'S	32
5136	YOU!REGARDS,NETGEAR	32
6363	INDEED	32
3667	SINGLE	32
183	R6300	32
5454	DISCONNECTING	32
6767	USUALLY	32
6251	NEWER	32
9434	ASK!REGARDS,NETGEAR	31
11183	FAMILY	31
10707	FOOL	31
5408	RAN	31
10275	CAME	31
2551	WOULDN'T	31
1272	PROBABLY	31
7425	CREATE	31
1666	AMAZON@NETGEAR.COMWE	31
223	FAULTY	31
7859	JOIN	31
2564	PRO	30
1234	ELIGIBLE	30
10580	SELLER	30
7449	LUCK	30
6913	DRIVER	30
9469	PARTICULAR	30
11592	FURTHER.REGARDS,NETGEAR	30
3953	REQUESTED	30
261	ALLOW	30
11419	AP	30
11846	DAVID,WE	30
12729	CODE.REGARDS,NETGEAR	30
678	COMPATIBLE	30
12007	INSTALLING	30
5651	5G	30
10805	FASTER.REGARDS,NETGEAR	30
2310	APP	30
5132	TECHNICIANS	29
3868	CHECKED	29
4508	JEFF,WE	29
8314	TESTED	29
3480	TOP	29
8385	LIKELY	29
6825	FUNCTION	29
739	CHANGED	29
5253	WHICHEVER	29
10913	FILTERING	29
7866	EMAILS	29
9321	REP	29
4837	LOW	29
9587	BASED	29
2946	CORD	29
3080	CARD	29
4607	COMPANIES	29
6707	SECONDS	29
7547	TROUBLES	29
37	WN3000RP.REGARDS,NETGEAR	29
8069	RESOLUTION	29
144	WIRING	29
4393	WIRELESSLY	29
8675	DESCRIBED	29
2351	LOCAL	29
341	RESTART	29
11873	POSTING	29
5814	NETGEARTEAM@NETGEAR.COMIF	28
4442	NUMBER(S	28
10155	RESOLVED.REGARDS,NETGEAR	28
10174	IT.EMAIL	28
2307	DUAL	28
8631	REPEAT	28
3205	SPOT	28
6240	FORWARDING	28
6462	SUPPORT.WE	28
7381	WILLING	28
9211	TABLETS	28
7256	HIGH	28
1087	MAKE/MODEL	28
11079	LEVEL	28
3515	SEARCH	28
5383	582384	28
11528	MODELS	28
1940	GUIDE	28
3046	OBSTRUCTIONS	28
5186	ANYONE	28
801	ANYWAY	28
8056	AGO	28
10258	OPENED	28
6262	LOCATION	28
1769	COMCAST	28
8615	PROVIDER	28
8483	MESH	28
12246	TOPOLOGIES	27
7221	NIGHTHAWK.WE	27
158	UNIT.OUR	27
9451	WEAK	27
5345	OCCURRING	27
3700	DESKTOPS	27
7117	NETFLIX	27
831	NETGEAR'S	27
11882	DSL	27
6961	EQUIPMENT	27
8952	EXTERNAL	27
4121	STRONG	27
6802	AC1200	27
6461	MARK,WE	27
1471	THOMAS,WE	27
4222	R9000	27
7052	20	27
524	TV'S	27
7706	QUICKLY	27
3032	FREQUENTLY	27
375	CONFUSION.REGARDS,NETGEAR	27
5782	WASTE	27
10204	EXAMPLE	27
6132	APPLIANCES	27
3561	LARGE	27
6682	AMOUNT	27
8805	TERRIBLE	27
2895	DONT	27
3854	ASAP.REGARDS,NETGEAR	27
215	CLOSE	27
5909	FT	26
3059	SUPPLY	26
7652	EAGER	26
3110	REGISTRATION	26
3639	BLOCK	26
7313	KEVIN,WE	26
344	FASTEST	26
5833	PROGRAM	26
6564	AC	26
7374	YOU'LL	26
6508	PLAN	26
9791	DIED	26
5553	SENDING	26
3497	EX6400	26
7919	FW	26
5595	SAYS	26
11107	DEAL	26
2419	D-LINK	26
5450	KNOW!REGARDS,NETGEAR	26
6983	NORMALLY	26
8397	SPENDING	26
4410	SUGGESTIONS	26
6060	GOTTEN	26
77	AGREE	26
4709	TICKET	26
8497	CONTRACT	26
12677	WNDR4300.REGARDS,NETGEAR	26
4620	BEYOND	26
4854	INTERESTED	26
2234	WNDR4300.WE	26
10194	DECISION	26
10315	CONFIGURE	26
6668	UNHAPPY	26
4733	3.0	26
6340	REQUIRED	26
12081	SPEND	26
2447	WEREN'T	26
10278	TWICE	26
154	EXPENSIVE	26
12001	RANDOMLY	26
5602	MEASURING	26
3666	HELPING.REGARDS,NETGEAR	26
5462	EVENT	26
7911	MACHINE	26
5889	PLUS	25
3327	AWARE	25
6708	MOVE	25
12047	RESTORE	25
7824	APPEARS	25
12792	ADMIN	25
1352	BASE	25
8257	WAITING	25
3304	WAYS	25
12810	RECEPTION	25
803	CASES	25
2469	CHARGED	25
2871	CORRECTED	25
4356	TAKES	25
2686	RANDOM	25
5950	TYPES	25
986	MEDIA	25
3869	LIGHTS	25
2974	GARBAGE	25
5098	AVOID	25
1617	N750	25
4971	CHRIS,WE	25
3752	ALMOST	25
3805	MEMBER	24
6820	READING	24
11257	WAIT	24
8387	ROUTER.THERE	24
11609	PLUGGED	24
395	SHARING	24
3495	AMAZON@NETGEAR.COM.OUR	24
11872	WELL.WE	24
11273	MEMBERS	24
4142	HOUR	24
5295	BOTHER	24
11303	WHOLE	24
4751	VERIZON	24
983	WNR3500L	24
12407	FRONT	24
12018	JULY	24
1196	SIMPLE	24
10142	INDIVIDUAL	24
10622	VERSIONS	24
12045	SIGNALS	24
1501	RESPONDED	24
5427	EX7000'S	24
12602	RECENTLY	24
10790	FOLLOWED	24
3632	WORKING.REGARDS,NETGEAR	24
11982	CONSTRUCTION	24
8826	COST	24
6571	REAL	24
3659	ADDED	24
776	EXPLAINED	24
7944	WNR1000.REGARDS,NETGEAR	24
1613	RICHARD,WE	24
6910	WAN	23
8417	STREAM	23
675	SUPPORT.NETGEAR.COM.IN	23
1779	IDENTIFY	23
1384	SMOOTHLY	23
2930	WILLIAM,WE	23
9175	SAYING	23
116	EXPERIENCING.WHAT	23
6447	STATED	23
1729	REVIEW.THERE	23
12170	TRAFFIC	23
12740	CENTURYLINK	23
4518	SPECIALISTS	23
1856	A6210.REGARDS,NETGEAR	23
11990	QUITE	23
8589	SOLVED	23
10245	PICTURE	23
1674	HOPEFULLY	23
5110	AREAS	23
3226	THOUGHT	23
10991	PRODUCT.REGARDS,NETGEAR	23
7024	EXCITED	23
3352	INSIDE	23
3727	MIKE,WE	23
4556	CHANGES	23
11557	CD	23
3725	PART	22
10762	SOLID	22
9432	ENTIRE	22
2250	COMPARING	22
1897	OFFERED	22
7711	SEPARATE	22
3842	TRUE	22
9582	WORDS	22
1375	CONFIRM	22
5574	EX6200.REGARDS,NETGEAR	22
1842	NOTE	22
7186	RESPONSIVE	22
4141	TIER	22
2948	USES	22
3210	UNFORTUNATELY	22
6394	TRANSFER	22
12718	WORTH	22
2444	WARRANTY.REGARDS,NETGEAR	22
11287	BRAND	22
4955	CODE.WE	22
4301	FAILS	22
11974	REACHING	22
12146	JON,WE	22
12067	REFERENCE	22
4599	LACK	22
1693	CENTER	22
861	COVERING	22
4372	REQUIRES	22
12502	EXTENDER'S	22
11884	11TH	22
7224	RESOLVES	22
12120	A6100	22
9900	OPENING	21
10054	DROPCAM	21
9887	WEVE	21
8206	GONE	21
1184	INFORMATION.WE	21
6047	PRIOR	21
2908	POSSIBLE.REGARDS,NETGEAR	21
943	IMPROVING	21
7972	SELECT	21
7301	CREATING	21
5164	DATA	21
8757	REPORT	21
4425	PAID	21
723	TAB	21
12828	DISAPPOINTED	21
